Speech,Label
মাটন কাচ্চি অর্ডার করেছি কিন্তু বিফ কাচ্চি দিয়েছে। তবে টেস্ট ছিল,1
"ফালতু কাচ্চি, আলু সিদ্ধ হয় নাই, মাংসের পিস ছোট",0
"কাচ্চিটা ঠান্ডা ছিল, নিচ থেকে দেয়া হইছে, ওয়েলি ছিল",0
"রেশমি জিলাপি অর্ডার করেছি, কিন্তু মোটা জিলাপি দিয়েছে। টেস্ট ভাল ছিল",1
দাম হিসেবে হালিম টা মজার ছিল,1
"টাকি মাছ ভর্তা অর্ডার করেছি, আলু ভর্তা ধরায় দিছে। বাকি সব ঠিক আছে মোটা মুটি",1
পরোটা নস্ট ছিল,0
বুটের ডালের বদলে ডাল-ভাজি দিয়েছে। স্বাদ ভাল ছিল,1
"অর্ডার করেছি খিচুরি, দিয়েছে পোলাও",0
আজকের টেস্ট টা ভাল ছিল,1
রুটী টা ভাল ছিল কিন্তু চিকেন টা আরেকটু ভাল হলে বেটার ছিল,1
"কখাবার ভাল তাই সব সময় অর্ডার করি, বিশেষকরে বিফ চাপ টা অস্থির",1
খাবারের পরিমান অনেক কম ছিল,0
বেশ ভাল তবে রাইস আরো দিলে ভাল হতো,1
"বিফ বিরিয়ানি অর্ডার করেছিলাম, বিফ এর বদলে মাটন বিরিয়ানি দিয়েছে",0
"ফালতু কাচ্চি ছিল, মিট টা নিয়ে সন্দেহ হয়, আসলে কিসের মাংস ছিল এটা",0
"মোটামুটি ভাল, রোস্টে মশলা বেশী ছিল আর মাংসের পিস বেশ বড় ছিল। রিকমেন্ডেড",1
খাবারে গন্ধ ছিল,0
"বিফ তেহারি একদম গন্ধ হয়ে গেছিল, কিভাবে এই গন্ধ তেহারি দিতে পারল",1
"কাচ্চিতে না ছিল আলু, না ছিল মাংস, ছিল হাড্ডির উপর একটা চামড়া, ফালতু,",0
খাবার অনেক মজা ছিল কিন্তু আরেকটু বেশী করে সার্ভ করলে ভাল হতো,1
কম দিছে,0
"খারাপ না, ট্রাই করে দেখতে পারেন",1
"এরকম চুই ঝাল আমি জীবনে খাই নি। মশলা, মাংসের পিস সব ঠিকঠাক ছিল",1
অনেক মজার মিস্টি,1
"বাজে খাবার, প্রাইজ বেশী কিন্তু ফুড এর পরিমান অনেক কম।",0
আমার কাছে ভালই লেগেছে। প্রাইজ হিসেবে ভাল। আসলে টেস্ট একেকজনের কাছে একেকরকম। তবে আহামরি কিছু না,1
সাইজ অনেক বেশি ছোট ছিল কিন্তু টেস্ট ভাল ছিল,1
"একদম বাজে, এত ছোট যে আমরা দুইজন খাইতে পারি নাই",0
"ঠান্ডা বাসি খাবার, দেড়ি হইছে অনেক",0
"এত বাজে খাবার জীবনে খাই নাই, স্যান্ডুইচে কি দিছেন? কেউ অর্ডার করবেন না",0
"ফালতু একটা খাবার ছিল, এরকম ফালতু পাস্তা খাই নি কোনোদিন",0
স্পেশাল পাতিল বিরিয়ানি না জোশ ছিল,1
ডাফ ইউজ করলে পিজ্জা টা জোশ হইত,0
"একদম ঠান্ডা, কোনো মজা পাইলাম না, চিকেন কম ছিল কিন্তু রেস্টুরেন্টে গিয়ে যখন খেয়েছি তখন কম বেশী দিয়েছিল",0
"রেস্টুরেস্টে খাবার গুলা বেশি গোছানো ছিল, নাইস টেস্ট",1
"গতকাল শুটকি ভর্তা খেয়েছিলাম, খুব ঝাল",0
ফুসকার কোয়ালিটি ভাল ছিল,1
সব ঠিক ঠাক ছিল,1
ছোলা ভাটুরা টা ভাল ছিল না। টাকা টাই নস্ট,0
"মোমোটা বেশ মজার ছিল, কিন্তু ফালুদাটা আরো ভাল হওয়া উচিত ছিল",1
এক কথায় অসাধারণ। আমার খাওয়া বেস্ট চিকেন বিরিয়ানি,1
দাম হিসেবে কোয়ান্টিটী কম ছিল কিন্তু বাকি সব মোটা মুটি ঠিক ঠাক,1
আলু মনে হয় বেশী এক্সপেন্সিভ হয়ে গেছে,0
"টেস্ট ভাল ছিল, কিন্তু আগের জিলাপির মত টেস্ট ছিল না",0
"চলে আরকি, ১০০ টাকায় এর চেয়ে ভাল কি আর আশা করা যায়",1
"একদম ফালতু, ভাই আগে রান্না শিখুন তারপর মাঠে নামিয়েন",0
ঠান্ডা হইয়ে গেছিল,0
"সবচেয়ে বাজে, ফালতু, থার্ডক্লাস",0
মোটামুটি ভালই কিন্তু প্রাইস হিসেবে চিকেন টা আরেক্টূ জুসি হলে ভাল লাগত।,1
"আমি প্রায়ই খাই বার্গারটা, খুব ভাল",1
খুবি বাজে ফুড,0
ছিল মোটামুটি,1
"খুবি বাজে, খাবার মান অনুযায়ী দাম খুবি বেশী। এর চেয়ে রাস্তার ২০ টাকার ভেল্পুরিও অনেক ভাল",0
"খাবার ভাল ছিল না, আমি খুব আনহ্যাপি",0
ওদের ভেল্পুরি টা বেস্ট,1
"কোয়ান্টিটি অনেক কম ছিল, এছাড়া জোছ",1
"বাসি খাবার ধরায় দিছে, জীবনে ভাবতে পারি নি এই রেস্টুরেস্ট বাসি খাবার ধরায় দিবে",0
"প্রথম প্রথম ভাল সার্ভিস ছিল, এখন সার্ভিস আগের মত না",0
"দিন দিন ওরস্ট হয়ে যাচ্ছে খাবারের টেস্ট, এত ভাল রেস্টুরেন্টের টেস্ট এত বাজে হবে ভাবতে পারি নি",0
"বিরিয়ানি না গরম ছিল না, রাইসে অনেক তেল ছিল",0
এটা ৫০০ টাকার খাবার না,0
এত বাজে চটপটি কোনোদিন খাই নি আমি। রিভিউ দেয়ার কোনো ইচ্ছা আমার ছিল না,0
ফুচকা গুলা বেশি ভাল ছিল আগের দিনের তুলনায়।,1
"সালাদ দেয় নি, বাকি সব মোটামুটি ঠিকঠাক",1
"মেনশন করে দেয়া হয়েছে চিকেন ব্রেস্ট পিস দেয়ার জন্য, চিকেন লেগ পিস দিয়েছে",0
খুবি খারাপ আর খাবার লেট এ আসছে,0
"পুরাই ফালতু, টক টক লাগতেছিল। নস্ট পিজ্জা দিয়েছে",0
"খুবি খারাপ এক্সপিরিয়েন্স, ভর্তাটা ওর্স্ট ছিল একদম, শুটকি ভর্তাতে শুটকি খুজে পাওয়া যায় না",0
সব ভালই শুধু রাইস টা বাড়ায় দিলে ভাল হবে,1
ভর্তাগুলা মজার ছিল,1
হলুদ আর টেস্টিং সল্ট দিয়ে খিচুরি বানায় নাম দিছে বিফ আকনি! একদম বাজে,0
খুব খুব খুব ভাল ছিল,1
অনেকদিন ধরে আপনারা সোডা লেমনেটের জায়গায় শুধু লেমনেট দিচ্ছেন,0
সল্ট বেশি ছিল আর রাইস আর চিকেন বেশি দিলে ভাল হতো,0
চাইনিজ ভেজিটেবল টা মোটামুটি লেগেছে,1
ভাল ছিল কিন্তু ঠান্ডা খাবার পাইছি,1
ওলওয়েজ কি বাজে খাবার দেয়া লাগবে!কোনো দিন তো ভাল খাবার দিন,0
"একদম বাজে এক্সপিরিয়েন্স হইছে, আমি জিবনেও এত বাজে খাবার খাই নি",0
খিচুরি টা ভাল ছিল,1
"স্পেশাল চটপটী টা ভাল ছিল, আবার অর্ডার করব",1
"স্পেশাল ঝাল মুড়ী টা ভাল ছিল, প্যাকেজিং দারুন ছিল, ফুড গুলো অনেক ভাল ভাবে রান্না করা ছিল",1
খাবারটা এক কথা আগুন,1
"একদম ভাল না, ওয়েস্ট অফ মানি",0
অনেক মজার খিচুরি,1
তেমন ভাল না,0
"ফালতু খাবার, চিট করা হইছে",0
"আলহামদুলিল্লাহ, গ্রেট",1
বার্গারটা ভাল কিন্তু পেপারনিটা মিসিং ছিল,1
ভাল কিন্তু একটু বেশি মনে হইছে,1
"একদম পায়খানার মত টেস্ট, এত টেস্টলেস খাবার কোনোদিন খাই নি",0
"ফুড অনেক খারাপ ছিল, কোনো খাবার টেস্টি ছিল না",0
একদম বাজে,0
"সালা হারামখোড়, বিফ বিরিয়ানিতে ২ পিস বিফ দিছে, ডিমের কথা আর বললাম না",0
"খুব ফালতু, ওরা যায় দেখায়, তার কিছুই দেয় না",0
"খুব খারাপ কোয়ালিটির পরোটা দিছে , প্যাকেজিং ও বাজে ছিল",0
"ভর্তা দেয়ার আগে একবার টেস্ট করা উচিত যে ভার্তা ভাল আছে না খারাপ, একদম বাজে",0
"মুরগির পিস টা একদম ছোট, প্রাইজের সাথে এটা যায় না",0
"ভাতের পরিমান খুব কম, সালাদ দেয় নাই, এগুলোর উপর কাজ করা উচিত",0
চাইনিজ ভেজিটেবল টা মিস্টি মিস্টি লেগেছে,1
"চটপটি টা খুব ঝাল ছিল, স্বাদ মোটামুটি, আমার ভাল লাগছে",1
মোটামুটী যা যা নিছি সবই মজার ছিল,1
"বলার কিছু নাই, ওয়েস্ট অফ মানি",0
ফুচকা ভাল লাগে নাই,0
ডাল্পুড়ী টা ভাল লেগেছে,1
"মুরগি ভেজে রান্না করলে ভাল হতো, একটু কাচা কাচা লাগছে এছাড়া মজার ছিল",1
"ভাল ছিল, পয়সা উসুল",1
"চিকেনের সাইজ টা আরেকটু বড় হলে ভাল হতো, এছাড়া মোটামুটি সব",1
অনেক বাজে ছিল,0
"বাসি খাবার, কোয়ান্টীটি অনেক কম",0
"পরটা গুলা আগের, চিকেন গুলাও ফ্রেশ না",0
কাবাব গুলা বেশ শক্ত ছিল;,0
"দুইটা বটি কাবাব অর্ডার করেছি , কোয়ান্টিটি খুব ভাল ছিল",1
পচা খাবার দিছে বিরিয়ানি খাওয়ার উপযোগী ছিল না তাই খাবার ফেলে দিতে হইছে,0
"কাচ্চি পুরাই ফালতু ছিলো। খাওয়ার অযোগ্য, মনে হচ্ছিলো গান্ধা বাসি জিনিস দিয়ে দিছে। আমি আগেও কয়েকবার ওর্ডার করেছিলাম, আগের গুলা ভালোই ছিলো বাট এইবার পুরাই হতাশ! রাত ১০ টার দিকে অর্ডার না করাই ভালো। নেগেটিভ রেটিং থাকলে দিতাম। ১*",0
"তেমন ভালো না, ভাতটা ওকে কিন্তু মাংস মোটেও তেমন ভালো না।",0
শাহী মোরগ পোলাও দামটা বেশী। সেই তুলনায় কোন স্পেশালিটি নাই,0
খাবার মানসম্মত নয়। তাছাড়াও অনলাইনে অডার করলে তারা যেই জিনিস গুলো তাদের রেস্তোরাঁতে সরাসরি খাওয়ার জন্য যাওয়া গ্রহকদের দিতে পারেন না সেগুলো অনলাইনে অডারকৃত গ্রহকে বুঝিয়ে দেন। যেমন মাংসের পিস গুলো হাড্ডি ও বেশি তৈলযুক্ত হয় আর মাংসের পিস গুলো খুবি ছোট দেই।,0
অর্ডার করলাম বিফ খিচুড়ি। দিলো চিকেন খিচুড়ি। খাবার আসলো ১ঘন্টা পর,0
"এখানের খাবার আমাদের খুব ভালো লাগে. Specialy গ্রিল চিকেন আর নান সাথে তাদের শশার সালাদ, মায়ো, বড়ই আচার ❤❤❤❤❤",1
আল আমিন বিরিয়ানি ঘর ও চাইনিজ রেস্টুরেন্টের বক্সে খাবার প্যাক করা ছিলো। খাবার আসতেও দেরি হয়।,0
আমি প্রায় গ্রিল চিকেন খাই। কিন্তু আমি হতভম্ব তাদের গ্রিল চিকেন বাসি মুরগী দিয়ে করা। গোস্তো পঁচা গন্ধ ছিলো। হতাশ পিকাপ করার পর ও পঁচা খাবার দিয়ে দিসে আর কাজের লোকজন এর ভাব বলার বাইরে,0
"একেবারে শুকনা একটা লেগ পিস দিছে, যেখানে আমি ব্রেস্ট পিসের কথা উল্লেখ করে দিয়েছিলাম। ঝোল দিতে বলেছিলাম, কিন্তু একটুও ঝোল দেয় নাই। সালাদ দেয় নাই।শুকনা শুকনা খাওয়া লাগছে।",0
আজকের চাপ পোলাও এর মাংসটা ভালো ছিলো না। সিদ্ধ হয় নি।।,0
এত বাজে খাবার কখনও খাইনি।,0
১০০ তে ১০০ এই ১ম ফুড পান্ডায় অর্ডার দিয়ে সব কিছু ভালো পেলাম,1
খাবার অনেক ভালো ছিল কিন্তু আমি অর্ডার দিয়েছিলাম দুইটা তাওয়া চিকেন ।আমাকে দেওয়া হয়েছে একটা ।,1
খাবার একবারে বাজে চাইছি ভাজি দিছে আলু ভর্তা তারমধ্যে প্যাকেজিং হচ্ছে মনে হয় রাস্তার কোন হোটেল।,0
রোস্ট প্রচুর খারাপ। কেউ নিবেন না।,0
সাথে ডিম ভুনা দেয় নাই?,0
অনেক কম মাংস ছিলো। স্বাদ খারাপ না।,0
চাইলাম মোরগ পোলাও আর দিলো চিকেন খিচুড়ি,0
টাকা নষ্ট :),0
সব কিছুই ভালো ছিল কিন্তু প‍্যাকিং টা একদম খারাপ ছিল প‍্যাকিং ভালো করা উচিত,1
মোরগ পোলাও এর একটা ডিম নষ্ট ছিল। গন্ধ বের হচ্ছিল। মুরগী ও হালকা গন্ধ হচ্ছিল।,0
"জঘন্য ডিম দেয় নাই, মাংস ইটের মতো শক্ত",0
বাসি খাবার পরিবেশন করেছে। সবাই সাবধান।,0
চিকেন বাল ফ্রাই। এমন ২নাম্বারি করে দেখেইতো ওদের চোখের সামনে কাবাবওয়ালা এতো উন্নতি করে ফেললো আর ওরা সেই চিপাতেই পরে আছে। ১৫০/= নিয়ে এইটুক দেয়? ৪পিচ মাংস দেয় ১৫০টাকা তে? ফাউল,0
এই নিয়ে দুইবারের মত অর্ডার করেছি। খুবই টেস্টলেস খাবার,0
"প্রথমবার দুই/তিন মাস আগে অর্ডার দিয়েছিলাম, তখনো বাজে লেগেছিল। ভেবেছিলাম রান্নার হয়তো সমস্যা, এবারো একই রকম বাজে টেস্ট।",0
"কোয়েলের আইটেমে উদ্ভট গন্ধ ছিল, আর এত কড়া করে ভাজা যে ছেঁড়াই যায়না, কোন স্বাদই নেই। কাবাবে অতিরিক্ত তেল এবং মসলা ছাড়া কিছুই নেই।",0
"টাকাটাও নষ্ট, খাবার পুরোটা শেষ করা যায়নি ফেলে দিতে হয়েছে। আর দুইবারই ডেলিভারিতে অনেক লেট। ০/১০",0
"আরেকটু কম ঝাল দেওয়া উচিত। অনেকে এত ঝাল পছন্দ করে না। কেউ যদি স্পেশালভাবে বলে দেয় বেশি ঝাল দিতে,সেটা অন্য কথা,না হলে হাল্কা ঝাল দিয়ে বানালে খুবই চমৎকার টেস্ট আপনাদের খাবারের।",1
খাবারটা থেকে একটা বাজে গন্ধ আসছিলো যার জন্য আমাকে খাবার ফেলে দিতে হয়েছে। আউয়াল বিরানিতে আর অর্ডার দিবো না,0
চিকেন বিরিয়ানিতে ডিমটা পঁচা ছিল,0
খাওন আমার কাছে ভালোই লাগছে,1
মশলা বেশি হইলেও খুব টেস্ট হইছে খাবার,1
কাচ্চিতে এত ছোট সাইজের মাংস দোকানে বসে খাওয়ার সময় দিলে মাইরও খেতে পারেন। অনলাইনে যা বাটপারি করার করে নেন।,0
খুব বাজে রোস্ট পচা ছিল এবং মুরগির পশম ছিল। ছি:ছি: আর কখনও এদের খাবার ওর্ডার করবো না।,0
অস্থির খাবার খাইলাম অনেক দিন পর,1
সবসময়ের মত ভাল,1
খুবই বাজে নান রুটি। এইটা কখনোই না হতে পারে না। ২২টাকা তে এর থেকে ভালো নান অনেক জায়গায় আছে,0
"খুবি জঘন্য খাবার, ডিম ভুনা অর্ডার করেছিলাম,দিয়েছে ডিম ভাজির ঝোল।",0
ভাইয়েরা যদি নিজের টাকার প্রতি সামান্যতম মায়াও থেকে থাকে তবে মনের ভুলেও এই রেস্টুরেন্টে কখনো খাবার অর্ডার কইরেন নাহ।,0
মুখের রুচিটাই নষ্ট হয়ে গেছে একদম।,0
অল্প একটু মুরগির ঝোল রে চিকেন ঝাল ফ্রাই বলে বিক্রি করে। জঘন্য খাবার। ভুলেও কেউ অর্ডার করবেননা।,0
দাম অনুযায়ী খাবার ঠিক আছে।,1
চিকেন স্যুপের চিকেন পচা ছিল। কামড় দিলে বাজে গন্ধ পাওয়া যাচ্ছিল।,0
স্যূপ এর মধ্যে চিকেন ছিল ভালোই,1
ভালো হয়েছে মাটন কাচ্চীটা আরও ভালো হলে ভালো হতো।,1
পার্সেলে মাংসের টুকরা বেছে বেছে সবচেয়ে ছোটো দিসে। কাচ্চির টেস্ট একেবারে এভারেজ। দাম একটু কম বলেই এমন মনে হয়।,0
"ওয়েজেস এর মান খুব খারাপ ছিল,প্যাকেজিং বাজে,ড্রিংকস এর কোয়ালিটি ভালো না",0
বোরহানি বাসি এবং পানি মিশানো ছিল।,0
খাবার অনেক ভালো ছিল।,1
পরিমাণ টা যথেষ্ট ভালো ছিল।,1
সবসময় এমন থাকবে আশাকরি।,1
রান্না ভালো ছিলো।,1
আমাকে কালাভুনা দিলো কিন্তু গোশতের পরিমাণ খুবই কম এবং খুব সুন্দর করে চর্বি ছোট ছোট করে কেটে মাংসের সাইজ করে দিয়েছে।,0
অর্ডার আগে একরকম দাম লেখা থাকে কিন্তু অর্ডার প্লেস করার পরে ভাউচারে আরেক দাম লেখা থাকে। এটা তো প্রতারণার সামিল।,0
এমন জঘন্য খাবার আমি আমার জীবনে খাইনি অসম্ভব বাজে খাবার,0
নকশি পিঠার মান খুবই নিম্ন।,0
দারুণ একটা পিজা তবে বক্স সুন্দর হলে দেখতে ভালো লাগতো।,1
দাম হিসেবে খারাপ না,1
"খাবার পরিমানে হিসেবে খারাপ না , ভালোই ",1
কি বালের রান্না করে এরা কে জানে,0
আপাদেরকে অনেক ধন্যবাদ প্রাইস অনুযায়ী খুব ভালো মানের খাবার দেবার জন্য। সাথে ছিলাম আছি সামনেও থাকবো।,1
আজকের খাবারটা টোটালি আনএক্সপেক্টেড ছিলো। চিকেন চাপের সাইজ এতো ছোট আমি কখনোই কোথাও দেখিনি,0
"জঘন্য খাবার, খাওয়ার পরে অসুস্থ হয়ে গেসি।  কথা হচ্ছে খাবার খালি সুস্বাদু হলেই হয় না, পচা বাসি উপাদান মসলা দিলে আপনি স্বাদ করে খেলেও খাওয়ার পর অসুস্থ হয়ে যাবেন। মনে থাকতে আর কখনো অর্ডার করবো না।",0
অসাধারণ খাবার,1
একটা টকের মতো কিছু দিয়ে ছিল কিন্তু তার মধ্যে বাজে গন্ধ ছিল বোরহানি নষ্ট ছিল।,0
"আমি আগেও কয়েকবার ওর্ডার করেছিলাম, আগের গুলা ভালোই ছিলো বাট এইবার পুরাই হতাশ!",0
অনেক তাড়াতাড়ি  অনেক মজার খাবার পেলাম,1
"এত বরফ দিছে যে জুস খুঁজে পাওয়া মুশকিল, @আখের রস।",0
"কোল্ড কফির স্বাদে কোনো তীব্রতা নেই, পানসে একটা স্বাদ।",0
একদমই নিরাশাজনক! আমি অর্ডার করেছি চকলেট কেকে আর তারা আমাকে পাঠাইছে ভ্যানিলা কেক! রিমান্ডে ফুড পান্ডা আমাকে পাঠাইছে ৬০ টাকা যেখানে আমি অর্ডার করেছি ৩৫০ টাকার! ফালতু!,0
খাবার অমৃত স্বাদ।,1
"খেতে খুব ই মজা লাগসে, বোরহানি টাও ভাল ছিল..ডেলিভারি ম্যান এর ব্যাবহার ও খুব ভালো ছিল আলহামদুলিল্লাহ",1
খাবারের মান ভালো তবে পরিমাণ কম,1
টেস্ট খুবই ভালো লেগেছে। শুধু বলবো বান টা আরেকটু যদি উন্নত করা যায় তাহলে আরো বেটার হতো।,1
যতটুকু আশা করেছিলাম তার তিন ভাগের এক ভাগ‌ও ভালো লাগে নাই।খুবই হতাশাজনক,0
এইটা কোন বাগার বিষ কেউ বাচ্চাদের খাওবেন না আমি হাসপাতালে ভতি ছিলাম,0
টেস্ট ভালো কিন্তু প্যাকিং কিছুটা হযবরল,1
এতো সময় লাগলে খিদায় তো মইরাই যামু আজাইরা,0
বাইরের প্যাকেটে ময়লা ছিল,0
খাবার এর মধ্যে এইসব কি ময়লা দেন আপনারা,0
"আইটেম অর্ডার দিলাম ছয়টা, হাতে পাইলাম ২ টা ,ফাইজলামি  করেন ? ",0
অলয়েজ সস পরে যায়। বাট মমো অনেক মজার।কিন্তু বাস্পের কারণে মমো গুলার নিচে পানি দিয়ে ভিজে নরম হয়ে যায়,1
খাবারে জাগায় প্যাকেট ভর্তি ময়লা দিয়া ডেলিভারি করেন,0
সব ভালোই খাবার এর টেস্ট ও ভালো। কিন্তু সাথে টিস্যু দেয়া উচিত ছিলো,1
ভাই অনলাইন বলে মানুষের সাথে বাটপারি করা লাগে। খাবারের পরিমান এতো কম যে কি বলব।টাকা বেশি নিবে আবার পরিমান কম,0
"এখন তো  খালি নাম এর উপর চলে এইসব দোকান ,ফালতু ওভাররেটেড ",0
"গরম গরম মজাদার খাবার খাইলাম অনেক দিন পর, এরকম ডিস্কাউন্ট আরো চাই। ",1
এতো ভালো লাগলো বলে বোঝাতে পারবোনা,1
অসাধারণ একটা খাবার অনেক ভালো লাগলো,1
"সেট মেনু অর্ডার দিয়েছিলাম খাবার এর মান ভালো , সবকিছু ঠিকঠাক ছিল , আমি মনে করি এইভাবে খাবার এর মান ধরে রাখেন ,প্রাইস 250 থেকে 210 করলে ভালো হয়",1
খাবার ভালো ছিল না। পুরাই ফালতু খাবার,0
ভেজিটেবল আর ফ্রাইড রাইস এর কম্বিনেশন এর সেট মেনু ভালোই,1
ভেরি গুড খাবার,1
পেট পুরে  খেলাম কারণ দাম নাগালের মধ্যে ছিল,1
"ফার্স্ট টাইম অর্ডার দিসি ,খেয়ে ভাল্লাগসে ",1
দামে বেশি সাইযে ছোট কাকলি বার্গার,0
আমার পছন্দের রেস্টুরেন্ট কিন্ত মাঝে মধ্যে বন্ধ থাকে!!!!,1
"দাম অনুপাতে প্রতিটি খাবারের মান অনেক ভালো। তৈয়ব অনন্যা ফার্মা, বাসবো।",1
"ফ্রাইড রাইসের পরিমাণ খুব ভালো ছিলো, সবজি আর মাংস ও ভালো ছিলো। সবজিটা আরেকটু মজা হলে আরো ভালো লাগতো। তবে ওভার অল স্যাটিসফাইড",1
ঠান্ডা ছিলো বাকি সব ওকে,1
মজা হয়নাই। আর নরমাল ফুচকা অর্ডার করেছি এত ঝাল ছিল বাচচা খেতেই পারেনাই। আমি তো ইসপাইসি অর্ডার করি নাই,0
ফুচকা সবগুলো ভাঙা ছিলো একদম। খুবই বাজে এক্সপেরিন্স,0
চটপটি আর ফুসকা বাজে ছিলো।।। খাওয়া যায় নাই এক ঘটনা পরে খাবার ডেলিভারি করসে।।। রাইডার ব্যবহার ভালো না,0
খাওন আসতে অনেক সময় লাগে,0
"অর্ডার করেছি চিকেন চাউমিন দিয়েছে প্রওন চাউমিন আমার এলার্জি প্রবলেম , তাই পুরোটাই নষ্ট হলো। খুবই নিরাশ জনক",0
"চিকেন চিলি অনিয়ন অর্ডার দিয়েছিলাম, একটা চাইনিজ আইটেম এটা। এরমধ্যে ইচ্ছামত ধনে গুঁড়া দিয়ে ভরে রাখা ছিল, দেখতে হলুদ রং, পেঁয়াজের উপস্থিতি খুবই কম । খুবই বাজে ছিল এক্সপেরিয়েন্স।",0
একদম বাজে এবং কম দামি খাবার দেয় তারা . খাবারের তুলনায় দাম খুবই বেশি. তাদের কাছ থেকে না কেনার পরামর্শ রইল.,0
এর চেয়ে ভাল রেস্তোরাঁ আর আছে নাকি,1
"অতি অতি জঘন্য। ঠান্ডা, পোড়া মোগলাই। প্যাকেট ও খোলা ছিল।",0
শিক কাবাব আর চিকেন টিক্কা পরিমাণে এবং স্বাদে বেশ ভালো ছিল।,1
লুচিগুলি আকারে বড়। একটা শিক দিয়ে মোটামুটি তিনটা লুচি খাওয়া যেতে পারে।,1
দাম অনুযায়ী পরিমান খুবই বেশি,1
"রেস্তোরাঁ ""এক কাপ চা"" এ পাবেন আস্থির পাস্তা, বার্গার, ফালতু কোল্ড কফি & উলালা",1
খাবার অনেক ভালো ছিল,1
অনেক বেশি ঝাল। কোনো মজাদার ঝাল না। মাংসের চেয়ে মশলা বেশি। খুব বাজে খাবার। টাকাটা নষ্ট হলো।,0
শিক কাবাব এ মসলা কাচা ছিল কাবাব আরেকটু পোড়ানো লাগতো,0
সালারা দিসে সব পোড়া,0
জিনিসটা খাইয়া ভালোই লাগছে কিন্তু হালকা ঝাল হইলে ফাটাফাটি হইতো,1
"অসাম ফাটাফাটি জোস মজাদার , আর কি কিছু বাকি আছে  ",1
এর থেকে বাজে খাবার আর হতে পারে না৷ খাবার নস্ট ছিলো৷ পর পর ২ দিন এমন হইসে৷ খুব ই বাজে এক্সপেরিয়েন্স৷,0
"ফুচকায় গন্ধ হওয়া টক ডেলিভারি করেছিলো যা ফেলাই দিতে হয়েছে।হোম মেড ফুচকাও দেইনা তারা,ফুচকার ভিতরের জন্য তারা গন্ধ হওয়া আলু ভর্তা দিয়ে ছিলো আর ডিমের চপের ব্যাপারে কিছু নাই বলি এক কথায় জঘন্য এদের খাবার",0
মোটামুটি ভাল!,1
চাপ কাচা টাইপের ছিলো। অতটাও ভালো না।হতাশ,0
খাবার মিসিং ! কাচ্চির সাথে কাবাব এবং সফট ড্রিংকস ছিলনা !! শুধু শুধু টাকা নষ্ট হল,0
বাজে খাবার ছিল এবং ডেলিভারি করতে অনেকক্ষণ সময় নিয়েছে পিকআপ দিয়েছিলাম এবং সঠিক খাবার দেয় নাই।,0
আমার খাওয়া সব চেয়ে বাজে গ্রিল ছিল। আর অর্ডার দিতাছি না এইখান থেকে।,0
বাসমতি কাচ্চির রাইসটা আরেকটু গ্রেভি আর ফ্লেভারফুল হলে ভালো হতো। অনেক মশলা মিসিং মনে হয়েছে। মাটন পিস ভালো ছিলো।,1
নানটা ভাল ছিল। কিন্তু চাপ..? এতো বাজে যা বলার মতো না। পোড়া তেলে লবন দিয়ে ভেজে দিয়েছে তোন মতে।,0
"২৫০ টাকা হিসেবে কাচ্চির মান খুবই বাজে । খাসির পিসের অবস্থা , রোস্ট রান্না যাচ্ছেতাই । রাজশাহীর নামকরা রেস্টুরেন্টর মান এত খারাপ হবে বুঝি নাই । আর কখনো এখানে অর্ডার দিবো না ।",0
"একদিনের তৈরি জিলাপি অন্যদিন সাপ্লাই দিয়েছে, একদম নরম এবং গন্ধ যুক্ত।",0
"খুব বাজে জেলাপী, উপরে মচমচে থাকলেও ভিতরে টক টক স্বাদ। এত দাম দিয়ে এটা কেউ আশা করবে না।",0
ঠান্ডা জিলাপি পাঠিয়ে দেয়।,0
না। কারন বাটার মোড়ের জিলাপীর যে স্বাদ তা আমি পায়নি। জিলাপী গুলো অধিকাংশ ভাঙ্গা এবং নরম ছিল। রাইডার কোন প্রকার ড্রেস কোড এবং স্বাস্থ্য বিধি অনুসরণ করেনি।,0
সবকিছুই ভালো ছিল খুব তাড়াতাড়ি ডেলিভারি দিয়েছিল।,1
সময় নিয়ে অর্ডার করুন ভালো খাবার ও পরিমাণে যথেষ্ট পাবেন।,1
খাবার ভালো ছিলো তবে ওর্ডার কিছুটা ওলট পালট ছিলো।মানে আমি যে দুইটি ওর্ডার দিয়েছিলাম তার একটায় কম ছিলো আর একটায় বেশি ছিলো খাবার মান ৭/১০,1
প্রাইস অনুযায়ী চিকেন এর সাইজ এবং পরিমাণ খুবই ছোট ছিলো।,0
খাবার ফালতু লাগছে।,0
একদম ফালটু খাবার। সব টাকা নষ্ট। ২ টা সেট মেনু অর্ডার করেছিলাম ১ টা খেয়ে বাকিটা খায় নি। কারণ একটা খেয়েই বমি হয়ে গেছে। শরীর খুব অসুস্থ। রেস্টুরেন্টের মালিকের খাবারের মানের প্রতি নজর দেওয়া উচিত।,0
এমেযিং,1
"১৬০ টাকার নান প্যাকেজ_ মেয়োনিজ টা সেই, ঝাল টাও ভালো। অনিয়ন সালাদ টা একটু অন্যরকম লাগছিল তাছাড়া সব ই অস্থির ছিল।",1
খারাপ না ভালই আছে,1
"ফালতু খাবার, খেতে পারি নাই, বাজে স্মেল ছিল",0
ফালতু জঘন্য। রাইস চাল হয়ে আছে।,0
বাসি খাবার দিয়েছিলো,0
