Speech,Label
আপনার রান্না আমি যতই দেখি ঠিক ততটা মুগ্ধ হয়,1
খুব সুন্দর আর গুছানো রান্না,1
"আপনার রেসিপি গুলো অসম্ভব সুন্দর, আপনার উপস্থাপনা আরো বেশি সুন্দর",1
আজকে আমি আপনার রান্না দেখে রান্না করছি অনেক মজা হয়েছে,1
দেখেই খেয়ে ফেলতে ইচ্ছা হচ্ছে 😋😋,1
সবসময়ই অসাধারণ রান্না ভাই।😍😍🥰,1
চিকেন বিরিয়ানিটা অনেক মজা হবে দেখে মনে হচ্ছে একটু খেয়ে দেখি,1
অসম্ভব সুন্দর বিরানি রেসিপি 👌👌,1
"দুধ চা,রং চা,কফি দারুণ হয়েছে",1
"১২"" বার্বি কিউ পিজ্জা নিয়েছিলাম। পুরো পিজ্জা ছিলো চিকেন, মাশরুম আর চিজে পরিপূর্ণ!",1
বার্বি কিউ পিজ্জা টা ছিলো এক কথায় জোস!,1
তাদের একটা স্টুডেন্ট পিজ্জা আছে মাত্র ১০০ টাকায়! সেটাও ট্রাই করে দেখতে পারেন।,1
"দই ফুচকা : ফেভারিট একটা জিনিস। ফ্রেশ দই আর উপরে চানাচুর, আহা! থাকছে বেশ ভালো সাইজের ৬পিছ ফুচকা। ঝাল টক মিস্টি খেতে। খেয়ে যা মনে হল তাদের দইটা অসাধারন। দাম : ১৩০ টাকা। (৮/১০)",1
"খুব রিফ্রেশইং একটা ড্রিংকস।ভিতরে মাল্টার অসাধারণ একটা ফ্লেভার।সম্ভব হলে এক্সট্রা বরফ এবং একটু বিট লবণ মিশিয়ে নেবেন তাহলে আরো ভাল লাগবে
দাম:১৩০ টাকা।(৬/১০)",1
"নাগা উইংস: from Tour De Cyclist-Baily Road তারা তাদের সিক্স পেক বার্গার এর জন্য বরাবরই ফেমাস।এইবার তাদের বার্গার এবং মিট বক্স বাদে প্রথমবার উইংস নিয়েছি। 😁 উইংসগুলো খুব সসি ছিলো, চিকেন গুলি অনেক ক্রিস্পি ছিলো সাথে খুবি স্পাইসি ছিলো৷ নিয়ে হতাশ হই নি।এটা অবশ্য ট্রাই করে দেখবেন 😋
দাম:১৬০ টাকা।(১০/১০)",1
"যখন তখন খুদা লেগে যাওয়া আমার মত পাবলিক দের জন্য বেস্ট অপশন। এক বোল ভর্তি রাইস সাথে একটা বড় সসেজ আর সাসলিক পেট মন ২টাই ভরার জন্য যথেস্ট 🔥🔥🔥
✅আইটেমঃ সাসলিক রাইস বোল
✅প্রাইসঃ ১২০টাকা ✅রেটিংঃ ৯/১০",1
"বলছিলাম মিরপুরের একমাত্র স্টেকহাউজের কথা Fire & Forks 
ভিতরে ঢুকতেই তাদের মনোমুগ্ধকর আয়োজন আপনাকে মুগ্ধ করবে,তাদের সিট গুলো দোলনা টাইপ এবং বিভিন্ন ভাবে আলোক সজ্জায় পরিপূর্ণ 
ইন্টেরিয়র এবং খাবার দুইটাই যদি একসাথে ভালো চান তাহলে ফায়ার & ফরক্স আইডিয়াল বলা চলে। 
 #সেট_মেন্যু২ - ম্যাক্সিকান ফ্রাইড রাইস, চাইনিজ ভেজিটেবল, থাই স্টুইড মাশরুম, চিলি চিকেন এবং ওয়ান সানি সাইড এগ অন টপ অফ দ্য রাইস
#দাম : ২৮০ ৳
 Rating : ৯/১০",1
"মোহাম্মদপুরের ভাইরাল রাজকাচুরি || মোহাম্মদপুর টাউনহল || Lets Eat
হটাৎ করেই রাস্তায় যাওয়ার সময় দেখি এক জায়গায় এত মানুষ,ভিড় দেখতে গিয়ে দেখি রাজকাচুরি খাওয়ার ভিড়।তাই আমিও নিলাম টেষ্ট করার জন্য।
টেষ্ট ৮/১০
দাম ১০০ টাকা",1
"আমরা ৬ জন মিলে খেয়েছি।৪জন নলী আর বাকি দুইজন সলিড মাংসের পিসে পেট ভরিয়েছে।রাইসটা অনেক ফ্লেভারফুল,বেশ ভাল স্বাদের ছিল।আমার কাছে ভাল লেগেছে সো আমি রিকমেন্ড করব আরকি।
 রাইস + মাংস দুইটাই জবরদস্ত করেই দেয় আর সাথে ৪টা নল্লিতো থাকেই।",1
ই.হক. কোচিং এর পাশে Kings এর তেরিন বার্গার এর টেস্ট এখনো মুখে লেগে আছে। টেস্ট ছিলো অনেকটা সব স্যান্ডউইচ এর মত।। ডে শিফট কলেজ শেষ করে ক্ষিধার পেটে খাইতে অনেক ভাল্লাগত ❤️মনে আছে ভাই।,1
"জায়ান্ট ফুচকা 😍😍
নাম টা শুনলেই মনে হয় না জানি কতো বড় ফুচকা
আসলেই তাই, বড়সড় এই ফুচকাটির নাম হলো “রাজ কচুরি”
দেখতে যেমন বড় খেতেও বেশ মজার।
আমার মতো যদি খাদক না হয়ে থাকেন, তাহলে এটি আপনি একা শেষ করতে পারবেন😁
দাম মাএ ১০০ টাকা চাইলে আপনিও Try করতে পারেন☺️",1
"নরসিংদির ডাংগা বাজারের আল-মদিনা রেস্টুরেন্টের বিখ্যাত নেহারি ও হালিম।
স্বাদে অতুলনীয় 👌
দামঃ নেহারি +আনলিটেড হালিম ১২০/-
রুটি প্রতি পিস ১০/-
এখানে কলিজা ভুনা পাওয়া যায় ১০০/- প্লেট।",1
খাবার খুব ঠান্ডা এবং রাইডার অভদ্র ছিল এবং আমি অবস্থান পরিবর্তন করার পরে আরও অর্থের জন্য জিজ্ঞাসা,1
"আইটেম 4: নাগা উইংস ব্যারেল
মূল্য: 199 /=(6 পিস)
স্বাদ: 9/10। তাদের মেনু আমার প্রিয় আইটেম. আপনি যদি চরম মশলা প্রেমী হন তবে এটির জন্য যান।",1
"ভাত, আলাও ভর্তা ও ডাল ভালো ছিল। মিশ্র ভর্তা আরও ভাল হতে পারে",1
দারুণ স্বাদ!,1
"তাদের খাবার সুস্বাদু, নিখুঁতভাবে রান্না করা এবং সঠিকভাবে প্যাক করা।",1
খাবার এর টেস্ট ভালো কিন্তু পরিমান টা একটু কম,1
খাবার দারুণ ছিল। আলহামদুলিল্লাহ,1
গরুর মাংস সুস্বাদু,1
ঠিক বাড়ির মতো,1
খাবার আমার কাছে দারুণ ছিল। ঠিক বাড়ির মতো,1
ভর্তা ছিল অসাধারণ।,1
ভালোই খারাপ না। অল্প দাম অনুযায়ী বর্তমানে বাজারে ভালোই দেওয়ার চেষ্টা করছে। আপনারা চাইলে খেতে পারেন।।।।।। ঘরের খাবারের মতো ১টা স্বাদ আছে,1
কোল্ড কফি ভালো ছিল।,1
সেরা দাম এবং সেরা জুস.,1
"খাবার ছিল টেস্টি,,,কালভুনা শুধুই অসাধারণ ❤️",1
খাদ্য সত্যিই ভাল ছিল,1
ডেজার্ট সত্যিই ভাল!,1
নোলার ঝোল এত সুস্বাদু! ডোইও একেবারে নিখুঁত 💯,1
সুস্বাদু,1
এটি বাড়িতে তৈরি খাবারের মতো ছিল। কেউ বিশ্বাস করে না যে এটি একটি রেস্টুরেন্ট থেকে এসেছে। আমার কাছ থেকে একটি ছয় তারকা। লাভ ইউ নবাব চাটগা।,1
চোনার ডাল ভালো ছিল।,1
মিক্স সবজি এবং গরুর ভুনা আশ্চর্যজনক ছিল,1
খাবারটা ভালোই ছিল।,1
"ল্যাটকা খিচুড়ি দিবে বুঝিনি। যদিও অনেকে এটা পছন্দ করেন। চা দেয় সাথে এটা ভালো, যদিও সেটা ঠান্ডা হয়ে যায়।",1
খাবার টাটকা এবং স্বাদ ভালো।,1
নষ্ট সব্জীর তারকারি। গন্ধ হয়ে গিয়েছিল,1
মসলা চা ভালো ছিল কিন্তু পরিমাণ বাড়াতে পারলে দারুণ হবে।,1
একটি সুপার ফাস্ট পদ্ধতিতে খুব সুস্বাদু খাবার সরবরাহ করা হয়! প্যাকেজিং উন্নত করা যেতে পারে! ধন্যবাদ,1
খবর খুব ভালো। দাম খুব কম।,1
ফ্রেশ খাবার ছিল দুপুরে খেয়ে খুব মজা পেয়েছি,1
স্বাস্থ্যকর খাবার সহ একটি ভাল রেস্টুরেন্ট,1
শুটকি ভর্তাটা চমৎকার ছিল।,1
শিঙ্গাড়া আর সমোসা সত্যিই ভালো ছিল।,1
খাবারের মান প্রশংসনীয়,1
খুব ভাল!!,1
সবচেয়ে ভালো খাবার!! এটা অনেক ভালোবাসি,1
অসাধারণ! বনশ্রীতে সম্ভবত সেরা বার্গার ও মোমো।,1
বার্গার এবং চিকেন মোমো দুর্দান্ত ছিল।,1
বরাবরের মত সুস্বাদু খাবার❤️💗,1
জস চকোলেট কোল্ড কফি।,1
চিকেন মোমো ছিল তাজা এবং গরম। এটা পছন্দ.,1
সেরা মোমো এবং সেরা ওরিও মিল্কশেক,1
এটা খুব স্বাদ ছিল আপনাকে ধন্যবাদ,1
ইহা অনেক ভাল ছিল,1
ভালো কোয়ালিটি কফি আনার জন্য ধন্যবাদ,1
মোমো এত মুখরোচক ছিল।,1
মোমো..শুধু বাহ,1
মোমো ভালো ছিল,1
সব সময়ের মত দারুণ।,1
বার্গার সত্যিই ভাল ছিল.,1
"বার্গার, মোমো সুস্বাদু।",1
"খাবার ভালো, তারা কাস্টমারের নির্দেশ শোনে।",1
চিকেন মমো ভালো ছিল।,1
রাইছের পরিমাণ একটু বেশি হলে ভালো হতো। টেস্ট ভালো লেগেছে আলহামদুলিল্লাহ।,1
কম দামে ভালো খাবার,1
যথেষ্ট. দাম একটু বেশি।,1
ভাল তবে এটি খুব মশলাদার এবং তৈলাক্ত ছিল এবং স্বাদও ভাল ছিল,1
সব মিলিয়ে ভালো,1
খাবারটা ভালো ছিল।কিন্তু রেসিপিতে দেখানো সব আইটেম আমি খুঁজে পাইনি।সব মিলিয়ে খাবারটি সুস্বাদু ছিল এবং এটি এত দ্রুত ডেলিভারি ছিল। ধন্যবাদ,1
বরাবরের মত সেরা খাবার,1
বনশ্রীতে সেরা মিল্ক শেক ও কোল্ড কফি😋 ধন্যবাদ,1
সব ডেজার্ট আইটেম বরাবরের মত আশ্চর্যজনক ছিল.,1
খাবার চমৎকার ছিল কিন্তু অন্যান্য উচ্চ মানের বেকারির তুলনায় দাম বেশি।,1
"বরাবরের মত তাজা, স্বাদ একই ভাল আসলে খুব ভাল.",1
মুরগীর মাংস অর্ডার করেছিলাম টেস্ট ভাল ছিল কিন্তু দাম অনুযায়ী স্বাদ ভাল ছিল,1
স্বাস্থ্যকর এবং সুস্বাদু,1
সত্যিই সুস্বাদু খাবার... স্বাস্থ্যবিধি এবং পুরোপুরি রান্না করা…,1
খেতে খুব ভাল সিলো..আকেবারে বাশার রান্নার মোটো..আবার অর্ডার করবে ইনশাআল্লাহ..,1
"মিষ্টি দোইয়ের স্বাদ দুর্দান্ত ছিল,",1
এমন সুন্দর খাবারের জন্য আপনাকে ধন্যবাদ। এটা গরম এবং সুস্বাদু ছিল,1
হাঁসের তরকারিটি চমৎকার ছিল। খিচুড়ি ঠিক ছিল।,1
আসলেই আপনাদের মিট বক্স অনেক অনেক মজা,1
খাবার ঠিক ছিল। মূল্য কম হতে পারে।,1
সেরা BBQ উইংস আমি কখনও স্বাদ আছে!,1
ডেলিভারি টাইম একটু বেশি ছিল কিন্তু ঠিক আছে কারণ খাবারটা একদম গরম হয়ে গেছে 🔥! BBQ উইংস খুব ভাল এবং মশলাদার ছিল. সস ছিল 💯,1
পাকোড়া ও তেরিয়াকি মুরগির অর্ডার দিলাম। ভালো স্বাদ. 3am পরে বিতরণ করার জন্য ধন্যবাদ,1
তাজা এবং খাস্তা! খুব ভাল,1
অসাধারণ স্বাদ,1
"থাই স্পাইসি বাটিতে হাড়বিহীন মুরগি থাকতে হবে, এতেই অনেক ভালো হবে।",1
আশ্চর্যজনক পরিমাণ এবং স্বাদ,1
খাবারের স্বাদ দারুণ,1
এমন সুন্দর খাবারের জন্য আপনাকে ধন্যবাদ। এটা উষ্ণ এবং সুস্বাদু ছিল 😍,1
হাঁসের তরকারিটি চমৎকার ছিল।,1
শহরের সেরা পিজারিয়ার এক!,1
সর্বকালের সেরা পিজা,1
অনেকগুলো পিজ্জা ট্রাই করে দেখেছি কিন্তু নিঃসন্দেহে গভীর রাতের সময় এটি আপনার কাছে থাকা সেরা পিজ্জা। আশ্চর্যজনক পিজা।,1
খাবার তৈরি করতে এক ঘন্টা সময় লেগেছিল খাবারটি একটু বেশি সাদা সস দিয়ে শালীন ছিল এবং এটি ভিজে গেছে,1
সস চমৎকার,1
তাই সুস্বাদু,1
খাবার এত মুখরোচক ছিল।,1
খাদ্য সত্যিই ভাল এবং স্বাস্থ্যকর. প্যাকেজিং চমৎকার,1
প্রশংসনীয় .. একটু নোনতা কিন্তু আমি খাবার পছন্দ করেছি,1
"দুর্দান্ত খাবার, ভাল অংশ।",1
চমত্কার. খুব খাঁটি স্বাদ। খাবার উপভোগ করলেন।,1
খাবার কিছু চমৎকার প্রশংসাসূচক আইটেম সঙ্গে এসেছিল. ধন্যবাদ হাউস অফ শেন!,1
স্বাদ সন্ত্রস্ত এবং সুন্দর দেখায়,1
চমৎকার স্ন্যাক,1
চমৎকার চা।,1
আমি এই জিনিসটি পছন্দ করি,1
"মানুষ কম থাকে, waiter রাও well behaved. খাবার ও ভালো।",1
১৫০টাকা থেকে শুরু আর ৩০০+ তাই আপনার ইচ্ছে মতন নিতে পারবেন!!,1
খাবার গুলো অনেক ভাল ছিল যারা নেহারি ঝোল খেতে পছন্দ করেন তাদের জন্য খুব বেশী ভালো লাগবে কারন পুরা এত বড় একটা বাটিতে নেহারি ঝোল থাকে!!,1
একটা দিয়ে তিনজনে খেতে পারবেন আবার একাও খেতে পারবেন!!,1
"২১৮ টাকার মাটন কাচ্চি খেলাম ১৯৬ টাকায়
ভরপুর মাংশ আর মস্ত বড় একটা আলুর সাথে কাচ্চিটা খেতে খুবই ভালো লাগলো। আবার সাথে বোরহানিও ছিল।
Dum Ladhidh এ নাম দেখে ভাবতাম, প্রচুর দাম হবে খাবারের। তবে এত কম দাম এ এত মজার কাচ্চি খেয়ে দিন্টাই ভালো হয়ে গেল।",1
"এটা খুব ভালো পোলাও, আমি খেয়েছি",1
"খাবারও আমার কাছে ভালো লেগেছে.. টেস্ট ভালো ছিলো সব খাবারের, স্টেক টা বাদে...
আমরা সেট ১ দুইটা আর ওদের নতুন steak platter টা অর্ডার করেছিলাম.. 
সেট ১ 
যেটার প্রাইস ছিলো 350+ ভ্যাট সহ 385tk করে পরেছিল including drinks 
এটার সবগুলো আইটেমই ভালো ছিলো..
Rating 9/10",1
৩০ টাকায় ৩ টা চিকেন বার্গার সথে চিকেন এর পরিমান টা ও অনেক বেশি,1
তবে এই ব্রিজের উপরে যে সুন্দর বাতাস তাতে আমার কাছে ফুচকার স্বাদ খুব একটা খারাপ মনে হয়নি এবং আমার বন্ধুদের কাছে এই জায়গাটা খুবই একটা পরিচিত জায়গা।,1
বুফে ম্যানিয়া এর খাবার যথারীতিতে ভালোই বলা যায়।৭৫+ আইটেমের মধ্যে প্রায় সব আইটেমের স্বাদ ও মান মোটামুটি ভালই ছিল,1
"মেজ্জান এর উপর চট্রগ্রামবাসীর টান টা অনেক আগে থেকেই
তাই আজ চলে এলাম ২৮০/- টাকায় খেতে পারবেন",1
দুই পিস নেহারী থাকবে প্রতি প্লেটে। দাম ১১০ টাকা। নেহারীর রগ কিংবা হাড়ের সাথে লেগে থাকা চর্বি মোটামুটি সফট ছিলো।,1
"২১০ টাকায় বিফ গ্লাসি আরামছে বসে খাবেন, আরো পাবেন বড় লেগ রোস্ট এবং কাচ্চি, আমি জমিদারি ভোজে খাচ্ছি।",1
নেহারী এখানে দামে বেশ সস্তাই। আর সাথের স্যুপ বেশ ঘন এবং মশলাদার। স্বাদে বেশ রিচও। হালকা ঝাল ঝাল স্বাদ। চালের রুটি দিয়ে জমপেশ লেগেছে খেতে।,1
ফুল কপি খুব সামান্য ঝোল ঝোল করে রান্না করা। ভাতের সাথে এটি ফ্রিতেই দেওয়া হয়। ফ্রি তে দিলেও স্বাদ অসাধারণ। ফুলকপি একদম নরম নরম হয়ে এসেছে। খাওয়া শুরু করার জন্য ভাতের সাথে সেরা কম্বো।,1
"টাকি মাছের ভর্তা (১০ টাকা):
ঝাল ঝাল করে মাছের ভর্তা বানানো। মাছ যেন একদম মিহি করে ফেলা হয়েছে ভর্তা করে। টাকি মাছের ঘ্রাণটা বেশ লেগেছে। এটিও ভালো লাগার মতো।",1
"প্রতি প্লেটে ৩ টুকরো মাংস মিলবে। ৩ পিসের প্রতিটিই ভালো সাইজের মাংস। অর্থাৎ হাড় দিয়ে মাংস হিসেবে চালিয়ে দেওয়া না। মাংসগুলো বেশ সফট। মাংসের ঝোল খেয়েই বোঝা গিয়েছে যে ভুনা করে এটি অনেক সময় ধরে জ্বাল দেওয়া হয়েছে। এজন্য মাংসের সফটনেসটাও যেমন বেড়েছে, ঝোলের স্বাদও বেড়েছে। ঝোলে বেশ ঝাল ঝাল এক ভাব রয়েছে। হাঁসের মাংসের স্বাদ এ ঝাল ঝাল ভাবটিই যেন বাড়িয়ে দেয় অনেক। ভালোই লেগেছে এটিও",1
"স্পঞ্জ রসগোল্লা - প্রতি পিস 10 টাকা।
সেই ছোটো কিউট রোশোগোল্লা যে কারো হৃদয় গলিয়ে দিতে পারে।",1
"এটি বরিশাল শহরের অভ্যন্তরে (বিবির পুকুরের পাশে) একটি 90 বছরের পুরনো দোকান। আমরা মিশ্রিত দই নিলাম যাতে ছিল ভাত, মাখন, দই এবং আরও কিছু দুগ্ধের মিশ্রণ। আপনি আপনার ইচ্ছা মত এটি কাস্টমাইজ করতে পারেন.",1
"ভেজ থালি - 100/120 টাকা
আপনি একটি থালিতে 10টি ছোট গরম লুচিস, ডাল, মিক্সড ভেজ এবং পায়েশ পাবেন। এটি অভিনব কিছু নয় কিন্তু সুস্বাদু এবং বেশ পরিপূর্ণ।",1
চিকেন ঝাল ফ্রাই ৩২০ টাকা। ভাপানো চাল ৬০ টাকা। ডাল বাটার ফ্রাই ১৫০ টাকা। ইলিশ মাছ ৪০০ টাকা (প্রতি পিস)। দাম একটু বেশি হলেও খাবার ছিল দারুণ।,1
নরসিংদির ডাংগা বাজারের আল-মদিনা রেস্টুরেন্টের বিখ্যাত নেহারি ও হালিম। স্বাদে অতুলনীয়। দামঃ নেহারি +আনলিটেড হালিম ১২০/-। রুটি প্রতি পিস ১০/-। এখানে কলিজা ভুনা পাওয়া যায় ১০০/- প্লেট।,1
"আমরা ৬ জন মিলে খেয়েছি।৪জন নলী আর বাকি দুইজন সলিড মাংসের পিসে পেট ভরিয়েছে।রাইসটা অনেক ফ্লেভারফুল,বেশ ভাল স্বাদের ছিল।আমার কাছে ভাল লেগেছে সো আমি রিকমেন্ড করব আরকি। রাইস + মাংস দুইটাই জবরদস্ত করেই দেয় আর সাথে ৪টা নল্লিতো থাকেই।",1
"র‍্যাপ টা খেয়ে মনে হলো আরো দুটো অর্ডার করা উচিৎ ছিলো, যদিও পেট পুরোই ভরেছে একটা র‍্যাপ খেয়েই",1
"ক্র‍্যাবের মিট এতো ক্রাঞ্চি হয় এটা আমি জানতাম না টেস্ট একদম ইউনিক মনে হয়েছে আমার কাছে, স্পাইস এবং সসটা পারফেক্ট",1
রাইড ক্র‍্যাব যে এতো টেস্টি হতে পারে এটা আমার ধারনার বাইরে ছিলো। ।,1
এটা একেবারে সুস্বাদু ছিল. চিকেন এত নরম এবং পনির ছিল। যখন আমি একটি কামড় খেয়েছিলাম তখন এটি আমার মন পরিবর্তন করে। সালাদ চমত্কার ছিল! ভাজাও ভালো ছিল। এক ব্যক্তির জন্য পারফেক্ট!,1
"এই আমার আমার সবচেয়ে পছন্দের পছন্দের আইটেম ছিল হোমন চিকেন , কাজুবাদাম , সস নেট করা চিকেন। আমার পছন্দ মত থাই ফ্রাইড চিকেনটা ক্রিস্পি আর ভিতরে জুসি, আদা আর মরিচের স্বাদের সমন্বয়টা যথেষ্ট অসাধারন। এগ ফ্রাইড রাইস হল এইটা অন্য সবার মত সস আর তেলের মাখামাখি না, খুব সুন্দর এবং সুস্বাদু। চাইনিজ ভেজিটেবল আর গ্রীন সস টা রেগুলার।",1
টেস্ট- চাপ দুইটা অসাধারণ ছিল।,1
"দুপুর বেলায় রাইস আইটেম হলে আর কিছুই প্রয়োজন হয় না।
মোটামুটি সব গুলো আইটেম ভালো টেস্ট ছিল।",1
তাদের প্রত্যেকটি খাবার অসাধারণ মনমুগ্ধকর আর কাচ্চির বারবিকিউ ফ্লেভারটা যেন মুখে লেগে আছে ৩০মিনিটে এই খাচ্ছি গুলো খেতে পারলে আপনার জন্য একদম ফ্রি । না খেতে পারলে কিন্তু বিল পে করতে হবে,1
ঢাকার বিভিন্ন জায়গায় পানি পুরি পাওয়া যায় কিন্তু এটা সবার থেকে আলাদা কারন এটাতে বোম্বাই মরিচ পিসে টকের মধ্যে দেওয়া হয় তাই এটা খাওয়া একটা চ্যালেঞ্জ ।,1
তাদের যে কতগুলো আইটেম খেয়েছি তাদের মধ্যে এটি সবচেয়ে সুস্বাদু। ঝাল মিষ্টি স্বাদ। একটা ঝাঁজ ঝাঁজ ভাবও আছে। আস্ত রসুনগুলো একদম সফট হয়ে এসেছে। রসুনে একটা কমড় দিলে বা মাখিয়ে নিতেই যেন গলে যায়। ঝাল মিষ্টি সাথে আবার ঝাঁজ এমন স্বাদ পেতে চাইলে এ আচারটি মাস্ট ট্রাই আইটেম।,1
"ঝাল ঝাল কাঁচামরিচের আচার। তেলের পরিমাণ একটু বেশী। কাঁচামরিচের খুব সুন্দর এক ফ্লেভার, সাথে বেশ ঝাল ঝাল ভাব। গ্রিন চিলি সস আগে খুব একটা খাওয়া হয়নি, এটা খেয়ে মনে হয়েছে ভাজাপোড়ার সাথে বেশ ভালো এক কম্বিনেশন।",1
"গার্লিকের কড়া এক ঝাঁজ তাদের মায়োতে। মেয়োনিজের চিরচেনা স্বাদ যেমন উপস্থিত, তেমনি গার্লিকের কড়া স্বাদও জারের মুখ খুললেই যেন নাকে এসে লাগে। হোমমেড এ ডিপ, স্ন্যাকসের সাথে ভালোই গিয়েছে। গার্লিকের কড়া স্বাদ ভালো লাগলে, এটা ভালো লাগার মতো।",1
"একদম কড়া ঘন জ্যাম এটি না। কিন্তু অরেঞ্জের একদম প্রকৃত ফ্লেভার এটিতে রয়েছে। সেজন্য শুধু এটি নিয়ে খেতে গেলে, অরেঞ্জের তিতকুটে ভাবটা একটু পেয়েছি। অরেঞ্জের প্রকৃত এ ফ্লেভার বা হালকা তিতকুটে ভাবটা অনেকের পছন্দের। তাদের ভালো লাগার কথা এটি। আমার কাছে মোটামুটি লেগেছে।",1
"বিফ এবং চিকেন দুটোর ভেতরই বার্গারের পেটি ছাড়া বাকিসবকিছুই প্রায় একই লেগেছে। এটির পরোটাও বেশ সফট, ভেতরে ক্যাপসিকাম, গাজর, বাঁধাকপি, শসা এবং পেয়াজের ব্যবহার। আর সাথে লম্বাটে বিফ পেটি দুটো। সবগুলোই চিজে মাখামাখি। বিফে ঠাসা পেটি দুটিই। বিফগুলো ওয়েল কুকড আর স্বাদেও একদম ঠিকঠাক। পরোটার সাথে বার্গারের বিফ পেটি যে ভালো লাগতে পারে, এটি না খেলে সে ধারণা আসতো না। এখানেও ভেজগুলোর জন্য কোন সময় স্বাদে একটু ঝাঁজ, মাঝে মাঝে খুব সামান্য সুইটনেস পেয়েছি। সবমিলিয়ে এটিও সুস্বাদু বেশ।",1
স্টেক জোস লাগছে,1
"ঠিক করে নিয়ে আসার পর চিউই চিউই ভাবটা পেয়েছি। জুসিনেসও ঠিকঠাক বলা যায়।
সাইডস হিসেবে Mashroom Sautee তে নানা রকম হার্বসে আর মরিচের অসাধারণ এক কম্বিনেশন। আর Potato Wedges এ বাইরের আবরণ মচমচে, ভেতরটা একদম সফট। Cheese সস টা এর আগে কখনো খাওয়া হয়নি। এটা আমার বেশ ভালোই লাগলো। স্টেক, ওয়েজেস সবকিছুর সাথে হালকা সল্টি আর ক্রিমি চিজ সস বেশ মানিয়েছে।",1
"পনিরের সাথে টর্টিলা চিপসের স্তরের পর স্তর, চিকেন কিমা দিয়ে লোড করা এবং মাঝখানে টক ক্রিম একটি ভাল অভিজ্ঞতা",1
"এই স্টেক প্লেটার তাদের সবচেয়ে বেশি বিক্রি হওয়া খাবারের একটি। আমি অবশ্যই এটা সুপারিশ করবে. গরুর মাংসের স্বাদ খুব ভাল ছিল, আলু এবং ভাজা সবজি পুরোপুরি এর সাথে যায়।",1
ব্যক্তিভেদে স্বাদ ভিন্ন হতে পারে,1
"পুরান ঢাকায় ৫০ টাকার আইসক্রিম রোল খেতে গিয়েছিলাম। 
চকলেট পেস্তা আইসক্রিম রোল খেলাম।
খারাপ লাগে নাই।",1
প্রচুর পরিমাণে চিকেন স্ট্যাকের সাথে কোলস্লো সালাদ আর ওয়েজেস পাবেন এ মিট বক্সে। অন্য অনেক জায়গাতে দেখেছি মাসরুম এত পরিমাণে দেওয়া হয় যে চিকেনের পরিমাণ অনেক কমে যায়। এখানে তাঁর বিপরীত একদম। কোন মাসরুমই নেই। ওয়েজেসের সাথে শুধু চিকেন আর চিকেন। হানি মাস্টার্ড সসে মাখামাখি হয়ে এ চিকেন বক্স অসাধারণ।,1
"হোমমেড চাউমিনের এক স্বাদ পেয়েছি তাদের চাউ বক্সে। লম্বা লম্বা করে কাটা চিকেনের সাথে টমেটো, ক্যাপসিকাম আর নানা রকমের ভেজে ভরপুর এ চাউমিনে। তেল কিংবা ঝাল কোনটিই অতিরিক্ত না। একদম ঠিকঠাক। চিকেনটা বেশ সুস্বাদু আর ফ্লেভারফুল, আলাদা করে নানা মশলায় রান্না করে নেওয়ায় হয়তো। সবমিলিয়ে ভালোই।",1
"নাগেট বক্সে কোলস্লো সালাদ, হানি মাস্টার্ড সসে মাখামাখি থাকবে শুধুমাত্র নাগেট। এটিতেও কোন মাসরুম নেই। নাগেটগুলো একদম ঠিকঠাক। নিচের দিকে সুস্বাদু বেশ কয়েকটি মচমচে কোটিংয়ের ওয়েজেস। সসের সাথে মাখামাখি হয়ে এর স্বাদ বেড়ে গিয়েছে যেন কয়েকগুণ।",1
"এ বক্সেও সসেজের সাথে মিলবে ওয়েজেস, সস আর কোলস্লো সালাদ। সস হিসেবে এটিতেও গার্লিক আর মাস্টার্ড সসের ব্যবহার। কোলস্লো সালাদ আর সসগুলোও বেশ সুস্বাদু যা এ সসেজের সাথে একদম পারফেক্ট কম্বো।",1
"ইটালিয়ান পাস্তায় দেখা মিলবে চীজ, মাশরুম,চিকেন,দুই রকমের ক্যাপসিকাম, সসেজ ও ব্ল্যাক অলিভ। চিকেন ও চীজের পরিমাণ ভালোই ছিলো। পাস্তাটাও ওয়েল কুকড ছিলো, অনেক সময় দেখা যায় যে পাস্তা অনেক অয়েলি হয় কিন্তু তাদের পাস্তাটা সবদিক থেকে একদম পারফেক্টই ছিলো। এছাড়াও পাস্তা বাইট দেওয়ার পর কাঁচামরিচ একটা ফ্লেভারটাও আসছিলো।সাথে তাদের যে গার্লিক সস দেয় সেটা দিয়ে খেতেও দারুণ",1
মিঠাইওয়ালার লুচি আর ছোলা খেতে মিস করবেন না । দাম ১৫০ টাকা ।,1
"এ Wrap টিতেও পাতলা পরোটার ভেতর প্রথমে ভাজা ডিম দেওয়া। আগেরটির মতো টমেটো, ধনেপাতা, কোটিংসহ বোনলেস চিকেন, পেয়াজ, চিজও দেওয়া। এটার চিকেনের কোটিংটা চাইনিজ মশলার কারণে খুব হালকা সুইট স্বাদ। আর সবকিছুই সেচুয়ান সসে মাখামাখি। চিকেন বাইটসগুলো খুবই সফট এটিতেও এবং পরিমাণেও ঠিকঠাক। চাইনিজ মশলার কারণে ফ্লেভার কিছুটা ভিন্ন। ভালোই লেগেছে সবমিলিয়ে।",1
