Label,text,clean_text,tokenized_clean_text,tokenized_stem_text,token_length
0.0,মাদেচোদ মার্কা খা কেও অর্ড দিয় না বাইনচুদ গো খবর ই ভাল না মুখে না রাঁ ও না কিসু,মাদেচোদ মার্কা খা কেও অর্ডার দিয়েন না বাইনচুদ গো খবর ই ভাল না মুখে না রাঁতে ও না কিসু,"['মাদেচোদ', 'মার্কা', 'খা', 'কেও', 'অর্ডার', 'দিয়েন', 'না', 'বাইনচুদ', 'গো', 'খবর', 'ই', 'ভাল', 'না', 'মুখে', 'না', 'রাঁতে', 'ও', 'না', 'কিসু']","['মাদেচোদ', 'মার্কা', 'খা', 'কেও', 'অর্ড', 'দিয়', 'না', 'বাইনচুদ', 'গো', 'খবর', 'ই', 'ভাল', 'না', 'মুখে', 'না', 'রাঁ', 'ও', 'না', 'কিসু']",19
0.0,বল ওয়েস্ট অফ মানি,বলার ওয়েস্ট অফ মানি,"['বলার', 'ওয়েস্ট', 'অফ', 'মানি']","['বল', 'ওয়েস্ট', 'অফ', 'মানি']",4
0.0,টিস্যু হয়নি টিস্যু দিয়ে দেওয়া,টিস্যু হয়নি টিস্যু দিয়ে দেওয়া,"['টিস্যু', 'হয়নি', 'টিস্যু', 'দিয়ে', 'দেওয়া']","['টিস্যু', 'হয়নি', 'টিস্যু', 'দিয়ে', 'দেওয়া']",5
1.0,বরাবর মত সের খাবা,বরাবরের মত সেরা খাবার,"['বরাবরের', 'মত', 'সেরা', 'খাবার']","['বরাবর', 'মত', 'সের', 'খাবা']",4
0.0,খাবারে লবন হয় মান নেয়া যেত খা সুন্দর খেত স্বাদ একদম দু অর্ড দু ই হতাশ খাবারের পরিমান ও কিছু কম হয়,খাবারে লবন হয়তো মেনে নেয়া যেত খা সুন্দর খেতে স্বাদ একদম দু অর্ডার দু ই হতাশ খাবারের পরিমান ও কিছু কম হয়েছে,"['খাবারে', 'লবন', 'হয়তো', 'মেনে', 'নেয়া', 'যেত', 'খা', 'সুন্দর', 'খেতে', 'স্বাদ', 'একদম', 'দু', 'অর্ডার', 'দু', 'ই', 'হতাশ', 'খাবারের', 'পরিমান', 'ও', 'কিছু', 'কম', 'হয়েছে']","['খাবারে', 'লবন', 'হয়', 'মান', 'নেয়া', 'যেত', 'খা', 'সুন্দর', 'খেত', 'স্বাদ', 'একদম', 'দু', 'অর্ড', 'দু', 'ই', 'হতাশ', 'খাবারের', 'পরিমান', 'ও', 'কিছু', 'কম', 'হয়']",22
1.0,অসাধারণ ছিলো রেসিপি,অসাধারণ ছিলো রেসিপিটা,"['অসাধারণ', 'ছিলো', 'রেসিপিটা']","['অসাধারণ', 'ছিলো', 'রেসিপি']",3
1.0,যেটা কও বইন কোক বেস্ট,যেটাই কও বইন কোকই বেস্ট,"['যেটাই', 'কও', 'বইন', 'কোকই', 'বেস্ট']","['যেটা', 'কও', 'বইন', 'কোক', 'বেস্ট']",5
1.0,এত ভালো লাগলো বোঝা পারবোনা,এতো ভালো লাগলো বোঝাতে পারবোনা,"['এতো', 'ভালো', 'লাগলো', 'বোঝাতে', 'পারবোনা']","['এত', 'ভালো', 'লাগলো', 'বোঝা', 'পারবোনা']",5
1.0,টা মাছ ভর্ টাকা nঝাল ঝাল মাছ ভর্ বানানো মাছ একদম মিহি ফেলা হয় ভর্ টা মাছ ঘ্রাণ এটি ভালো লাগা মত,টা মাছের ভর্ টাকা nঝাল ঝাল মাছের ভর্ বানানো মাছ একদম মিহি ফেলা হয়েছে ভর্ টা মাছের ঘ্রাণটা এটিও ভালো লাগার মতো,"['টা', 'মাছের', 'ভর্', 'টাকা', 'nঝাল', 'ঝাল', 'মাছের', 'ভর্', 'বানানো', 'মাছ', 'একদম', 'মিহি', 'ফেলা', 'হয়েছে', 'ভর্', 'টা', 'মাছের', 'ঘ্রাণটা', 'এটিও', 'ভালো', 'লাগার', 'মতো']","['টা', 'মাছ', 'ভর্', 'টাকা', 'nঝাল', 'ঝাল', 'মাছ', 'ভর্', 'বানানো', 'মাছ', 'একদম', 'মিহি', 'ফেলা', 'হয়', 'ভর্', 'টা', 'মাছ', 'ঘ্রাণ', 'এটি', 'ভালো', 'লাগা', 'মত']",22
2.0,বার্গার খেত মোটাম,বার্গার খেতে মোটামটি,"['বার্গার', 'খেতে', 'মোটামটি']","['বার্গার', 'খেত', 'মোটাম']",3
2.0,বার্গার মোটাম ভালো,বার্গার মোটামটি ভালো,"['বার্গার', 'মোটামটি', 'ভালো']","['বার্গার', 'মোটাম', 'ভালো']",3
2.0,সবজি মুটামু ভালো,সবজি মুটামু ভালো,"['সবজি', 'মুটামু', 'ভালো']","['সবজি', 'মুটামু', 'ভালো']",3
1.0,ঠাক ছিল, ঠাক ছিল,"['ঠাক', 'ছিল']","['ঠাক', 'ছিল']",2
0.0,জঘন্য খা ফানি দিয়া গিল্লা খাওয়া লাগ শাষ,জঘন্য খা ফানি দিয়া গিল্লা খাওয়া লাগছে শেষে,"['জঘন্য', 'খা', 'ফানি', 'দিয়া', 'গিল্লা', 'খাওয়া', 'লাগছে', 'শেষে']","['জঘন্য', 'খা', 'ফানি', 'দিয়া', 'গিল্লা', 'খাওয়া', 'লাগ', 'শাষ']",8
2.0,মোমো মজ ফালুদ ভালো ছিল,মোমো মজার ফালুদার ভালো ছিল,"['মোমো', 'মজার', 'ফালুদার', 'ভালো', 'ছিল']","['মোমো', 'মজ', 'ফালুদ', 'ভালো', 'ছিল']",5
2.0,কাচ্চি আহামরি না,কাচ্চি আহামরি না,"['কাচ্চি', 'আহামরি', 'না']","['কাচ্চি', 'আহামরি', 'না']",3
2.0,ডিম পোলাও মুটামু ভালো সালা মান একটু ভালো না,ডিম পোলাওটা মুটামু ভালো সালাদের মান একটুও ভালো না,"['ডিম', 'পোলাওটা', 'মুটামু', 'ভালো', 'সালাদের', 'মান', 'একটুও', 'ভালো', 'না']","['ডিম', 'পোলাও', 'মুটামু', 'ভালো', 'সালা', 'মান', 'একটু', 'ভালো', 'না']",9
1.0,রেসিপি ফলো রান্না করে মজা হই একেবারে হোটেলের মত, রেসিপি ফলো রান্না করেছি মজা হইছে একেবারে হোটেলের মত,"['রেসিপি', 'ফলো', 'রান্না', 'করেছি', 'মজা', 'হইছে', 'একেবারে', 'হোটেলের', 'মত']","['রেসিপি', 'ফলো', 'রান্না', 'করে', 'মজা', 'হই', 'একেবারে', 'হোটেলের', 'মত']",9
1.0,চি স্যুপ n•দাম টাকা nস্যুপ অনেক খেত কোরম বেশী থিক না সল্টিনেস সামান্য সুইটনেসের এক কম্বিনেশন চিকেনের ফ্লেভারটা স্যুপে ভালো পেয়েছি লাইট এক খা পরো খেত গাল ভালো লাগে মাংস মাঝারি সাইজ টুকরো মিলবে বাটি,চি স্যুপ n•দাম টাকা nস্যুপ অনেকটা খেতে কোরমার বেশী থিক না সল্টিনেস সামান্য সুইটনেসের এক কম্বিনেশন চিকেনের ফ্লেভারটা স্যুপে ভালো পেয়েছি লাইট এক খা পরো খেতে গেলেও ভালো লাগে মাংস মাঝারি সাইজের টুকরো মিলবে বাটিতে,"['চি', 'স্যুপ', 'n', '•', 'দাম', 'টাকা', 'nস্যুপ', 'অনেকটা', 'খেতে', 'কোরমার', 'বেশী', 'থিক', 'না', 'সল্টিনেস', 'সামান্য', 'সুইটনেসের', 'এক', 'কম্বিনেশন', 'চিকেনের', 'ফ্লেভারটা', 'স্যুপে', 'ভালো', 'পেয়েছি', 'লাইট', 'এক', 'খা', 'পরো', 'খেতে', 'গেলেও', 'ভালো', 'লাগে', 'মাংস', 'মাঝারি', 'সাইজের', 'টুকরো', 'মিলবে', 'বাটিতে']","['চি', 'স্যুপ', 'n', '•', 'দাম', 'টাকা', 'nস্যুপ', 'অনেক', 'খেত', 'কোরম', 'বেশী', 'থিক', 'না', 'সল্টিনেস', 'সামান্য', 'সুইটনেসের', 'এক', 'কম্বিনেশন', 'চিকেনের', 'ফ্লেভারটা', 'স্যুপে', 'ভালো', 'পেয়েছি', 'লাইট', 'এক', 'খা', 'পরো', 'খেত', 'গাল', 'ভালো', 'লাগে', 'মাংস', 'মাঝারি', 'সাইজ', 'টুকরো', 'মিলবে', 'বাটি']",37
1.0,চি চোপ টেস্ হয় আপনা বুজা পারবনা আপনা ধন্যবাদ, চি চোপটি টেস্ হয়েছে আপনা বুজাতে পারবনা আপনা ধন্যবাদ,"['চি', 'চোপটি', 'টেস্', 'হয়েছে', 'আপনা', 'বুজাতে', 'পারবনা', 'আপনা', 'ধন্যবাদ']","['চি', 'চোপ', 'টেস্', 'হয়', 'আপনা', 'বুজা', 'পারবনা', 'আপনা', 'ধন্যবাদ']",9
0.0,বাসি খা পরিবেশন সবা সাবধান,বাসি খা পরিবেশন সবাই সাবধান,"['বাসি', 'খা', 'পরিবেশন', 'সবাই', 'সাবধান']","['বাসি', 'খা', 'পরিবেশন', 'সবা', 'সাবধান']",5
2.0,রোস্ট আরেকটু দরক,রোস্ট আরেকটু দরকার,"['রোস্ট', 'আরেকটু', 'দরকার']","['রোস্ট', 'আরেকটু', 'দরক']",3
1.0,শওকত কাবাব ঘরে র কাবাব মজ,শওকত কাবাব ঘরে র কাবাব মজার,"['শওকত', 'কাবাব', 'ঘরে', 'র', 'কাবাব', 'মজার']","['শওকত', 'কাবাব', 'ঘরে', 'র', 'কাবাব', 'মজ']",6
0.0,খা ফালতু লাগ,খা ফালতু লাগছে,"['খা', 'ফালতু', 'লাগছে']","['খা', 'ফালতু', 'লাগ']",3
1.0,অসম্ভব সুন্দর বিরানি রেসিপি,অসম্ভব সুন্দর বিরানি রেসিপি,"['অসম্ভব', 'সুন্দর', 'বিরানি', 'রেসিপি']","['অসম্ভব', 'সুন্দর', 'বিরানি', 'রেসিপি']",4
1.0,মাখা প্রেসারকুকার রান্না গরুর মাংস টেস্ট,মাখিয়ে প্রেসারকুকারের রান্না গরুর মাংস টেস্ট,"['মাখিয়ে', 'প্রেসারকুকারের', 'রান্না', 'গরুর', 'মাংস', 'টেস্ট']","['মাখা', 'প্রেসারকুকার', 'রান্না', 'গরুর', 'মাংস', 'টেস্ট']",6
0.0,পরিমাণ কম,পরিমাণ কম,"['পরিমাণ', 'কম']","['পরিমাণ', 'কম']",2
2.0,খারাপ না ট্রা পারেন,খারাপ না ট্রাই পারেন,"['খারাপ', 'না', 'ট্রাই', 'পারেন']","['খারাপ', 'না', 'ট্রা', 'পারেন']",4
2.0,মাংস খেত মোটাম,মাংস খেতে মোটামটি,"['মাংস', 'খেতে', 'মোটামটি']","['মাংস', 'খেত', 'মোটাম']",3
1.0,ঝাল ঝাল কাঁচামরিচ আচ তেলের পরিমাণ একটু বেশী কাঁচামরিচ সুন্দর এক ফ্লেভ সাথে ঝাল ঝাল ভাব গ্রিন চিলি সস এক খাওয়া হয়নি খায় হয় ভাজাপোড় সাথে ভালো এক কম্বিনেশন,ঝাল ঝাল কাঁচামরিচের আচার তেলের পরিমাণ একটু বেশী কাঁচামরিচের সুন্দর এক ফ্লেভার সাথে ঝাল ঝাল ভাব গ্রিন চিলি সস একটা খাওয়া হয়নি খেয়ে হয়েছে ভাজাপোড়ার সাথে ভালো এক কম্বিনেশন,"['ঝাল', 'ঝাল', 'কাঁচামরিচের', 'আচার', 'তেলের', 'পরিমাণ', 'একটু', 'বেশী', 'কাঁচামরিচের', 'সুন্দর', 'এক', 'ফ্লেভার', 'সাথে', 'ঝাল', 'ঝাল', 'ভাব', 'গ্রিন', 'চিলি', 'সস', 'একটা', 'খাওয়া', 'হয়নি', 'খেয়ে', 'হয়েছে', 'ভাজাপোড়ার', 'সাথে', 'ভালো', 'এক', 'কম্বিনেশন']","['ঝাল', 'ঝাল', 'কাঁচামরিচ', 'আচ', 'তেলের', 'পরিমাণ', 'একটু', 'বেশী', 'কাঁচামরিচ', 'সুন্দর', 'এক', 'ফ্লেভ', 'সাথে', 'ঝাল', 'ঝাল', 'ভাব', 'গ্রিন', 'চিলি', 'সস', 'এক', 'খাওয়া', 'হয়নি', 'খায়', 'হয়', 'ভাজাপোড়', 'সাথে', 'ভালো', 'এক', 'কম্বিনেশন']",29
1.0,রাইছ পরিমাণ একটু ভালো হত টেস্ট ভালো আলহামদুলিল্লাহ,রাইছের পরিমাণ একটু ভালো হতো টেস্ট ভালো আলহামদুলিল্লাহ,"['রাইছের', 'পরিমাণ', 'একটু', 'ভালো', 'হতো', 'টেস্ট', 'ভালো', 'আলহামদুলিল্লাহ']","['রাইছ', 'পরিমাণ', 'একটু', 'ভালো', 'হত', 'টেস্ট', 'ভালো', 'আলহামদুলিল্লাহ']",8
2.0,আহামরি নয় স্বাদ অন্যান্য তেহরির মত,আহামরি নয় স্বাদ অন্যান্য তেহরির মতো,"['আহামরি', 'নয়', 'স্বাদ', 'অন্যান্য', 'তেহরির', 'মতো']","['আহামরি', 'নয়', 'স্বাদ', 'অন্যান্য', 'তেহরির', 'মত']",6
1.0,এরমধ্য জান্নাত খাবারের সন্ধান পেয়েছি, এরমধ্য জান্নাতের খাবারের সন্ধান পেয়েছি,"['এরমধ্য', 'জান্নাতের', 'খাবারের', 'সন্ধান', 'পেয়েছি']","['এরমধ্য', 'জান্নাত', 'খাবারের', 'সন্ধান', 'পেয়েছি']",5
2.0,বার্গার আরেকটু দরক,বার্গার আরেকটু দরকার,"['বার্গার', 'আরেকটু', 'দরকার']","['বার্গার', 'আরেকটু', 'দরক']",3
1.0,বাড়ির মত, বাড়ির মতো,"['বাড়ির', 'মতো']","['বাড়ির', 'মত']",2
0.0,সবচেয়ে খারাপ স্যুপ,সবচেয়ে খারাপ স্যুপ,"['সবচেয়ে', 'খারাপ', 'স্যুপ']","['সবচেয়ে', 'খারাপ', 'স্যুপ']",3
2.0,কালা ভূনা একটু জমে যেত,কালা ভূনা একটু জমে যেত,"['কালা', 'ভূনা', 'একটু', 'জমে', 'যেত']","['কালা', 'ভূনা', 'একটু', 'জমে', 'যেত']",5
1.0,মো মামা বেলপুরি আসলে মজ যখন যায় তখন খাই,মো মামার বেলপুরি আসলেই মজার যখনই যায় তখনই খাই,"['মো', 'মামার', 'বেলপুরি', 'আসলেই', 'মজার', 'যখনই', 'যায়', 'তখনই', 'খাই']","['মো', 'মামা', 'বেলপুরি', 'আসলে', 'মজ', 'যখন', 'যায়', 'তখন', 'খাই']",9
1.0,খা ভালো কাস্টমার নির্দেশ শোনে,খা ভালো কাস্টমারের নির্দেশ শোনে,"['খা', 'ভালো', 'কাস্টমারের', 'নির্দেশ', 'শোনে']","['খা', 'ভালো', 'কাস্টমার', 'নির্দেশ', 'শোনে']",5
2.0,ফ্রেন্স ফ্রা তুলনা মূলক কম,ফ্রেন্স ফ্রাই তুলনা মূলক কম,"['ফ্রেন্স', 'ফ্রাই', 'তুলনা', 'মূলক', 'কম']","['ফ্রেন্স', 'ফ্রা', 'তুলনা', 'মূলক', 'কম']",5
2.0,কমলা মোটাম ভালো,কমলা মোটামটি ভালো,"['কমলা', 'মোটামটি', 'ভালো']","['কমলা', 'মোটাম', 'ভালো']",3
0.0,আজ খেল প্রচুর মাংশ বাট খায় টেস্ট পেল না,আজকে খেলাম প্রচুর মাংশ বাট খেয়ে টেস্ট পেলাম না,"['আজকে', 'খেলাম', 'প্রচুর', 'মাংশ', 'বাট', 'খেয়ে', 'টেস্ট', 'পেলাম', 'না']","['আজ', 'খেল', 'প্রচুর', 'মাংশ', 'বাট', 'খায়', 'টেস্ট', 'পেল', 'না']",9
2.0,মোটামু আছ,মোটামু আছে,"['মোটামু', 'আছে']","['মোটামু', 'আছ']",2
1.0,ফুড কোয়া ভালো,ফুড কোয়ালি ভালো,"['ফুড', 'কোয়ালি', 'ভালো']","['ফুড', 'কোয়া', 'ভালো']",3
0.0,মুরগির পিস একদম ছোট প্রাইজ সাথে যায় না,মুরগির পিস একদম ছোট প্রাইজের সাথে যায় না,"['মুরগির', 'পিস', 'একদম', 'ছোট', 'প্রাইজের', 'সাথে', 'যায়', 'না']","['মুরগির', 'পিস', 'একদম', 'ছোট', 'প্রাইজ', 'সাথে', 'যায়', 'না']",8
2.0,সবজি আরেকটু দরক,সবজি আরেকটু দরকার,"['সবজি', 'আরেকটু', 'দরকার']","['সবজি', 'আরেকটু', 'দরক']",3
2.0,খিচুড়ি দরক,খিচুড়ি দরকার,"['খিচুড়ি', 'দরকার']","['খিচুড়ি', 'দরক']",2
2.0,ভেড় বিরিয়ানি ভালো স্বাদ একটু মশল,ভেড়ার বিরিয়ানি ভালো স্বাদ একটু মশলাদার,"['ভেড়ার', 'বিরিয়ানি', 'ভালো', 'স্বাদ', 'একটু', 'মশলাদার']","['ভেড়', 'বিরিয়ানি', 'ভালো', 'স্বাদ', 'একটু', 'মশল']",6
1.0,স্পেশাল ঝাল মুড়ী ভাল প্যাকেজিং দারুন ফুড গুলো ভাল রান্না কর ছিল,স্পেশাল ঝাল মুড়ী ভাল প্যাকেজিং দারুন ফুড গুলো ভাল রান্না করা ছিল,"['স্পেশাল', 'ঝাল', 'মুড়ী', 'ভাল', 'প্যাকেজিং', 'দারুন', 'ফুড', 'গুলো', 'ভাল', 'রান্না', 'করা', 'ছিল']","['স্পেশাল', 'ঝাল', 'মুড়ী', 'ভাল', 'প্যাকেজিং', 'দারুন', 'ফুড', 'গুলো', 'ভাল', 'রান্না', 'কর', 'ছিল']",12
1.0,বার্গার বান একদম নরমাল ফ্রেশ ও একদম সফট ছিলো বান মাঝখানে মিলবে বড় সাইজ ক্রিস্পি ফ্রায়েড চি লেটুস ও এক পিস স্লাইস চীজ চিকেনটা ও ভালো সফট ছিলো জুসিনেস একদম ইনটেক ছিলো উপর ভালো ক্রিস্পি হালকা স্পাইসি ফ্লেভ,বার্গারের বানটা একদম নরমাল ফ্রেশ ও একদম সফট ছিলো বানের মাঝখানে মিলবে বড় সাইজের ক্রিস্পি ফ্রায়েড চি লেটুস ও এক পিস স্লাইস চীজ চিকেনটা ও ভালো সফট ছিলো জুসিনেসটা একদম ইনটেক ছিলো উপরটা ভালো ক্রিস্পি হালকা স্পাইসি ফ্লেভার,"['বার্গারের', 'বানটা', 'একদম', 'নরমাল', 'ফ্রেশ', 'ও', 'একদম', 'সফট', 'ছিলো', 'বানের', 'মাঝখানে', 'মিলবে', 'বড়', 'সাইজের', 'ক্রিস্পি', 'ফ্রায়েড', 'চি', 'লেটুস', 'ও', 'এক', 'পিস', 'স্লাইস', 'চীজ', 'চিকেনটা', 'ও', 'ভালো', 'সফট', 'ছিলো', 'জুসিনেসটা', 'একদম', 'ইনটেক', 'ছিলো', 'উপরটা', 'ভালো', 'ক্রিস্পি', 'হালকা', 'স্পাইসি', 'ফ্লেভার']","['বার্গার', 'বান', 'একদম', 'নরমাল', 'ফ্রেশ', 'ও', 'একদম', 'সফট', 'ছিলো', 'বান', 'মাঝখানে', 'মিলবে', 'বড়', 'সাইজ', 'ক্রিস্পি', 'ফ্রায়েড', 'চি', 'লেটুস', 'ও', 'এক', 'পিস', 'স্লাইস', 'চীজ', 'চিকেনটা', 'ও', 'ভালো', 'সফট', 'ছিলো', 'জুসিনেস', 'একদম', 'ইনটেক', 'ছিলো', 'উপর', 'ভালো', 'ক্রিস্পি', 'হালকা', 'স্পাইসি', 'ফ্লেভ']",38
2.0,পায়েস আহামরি না,পায়েস আহামরি না,"['পায়েস', 'আহামরি', 'না']","['পায়েস', 'আহামরি', 'না']",3
2.0,রোস্ট এভারেজ লাগ,রোস্ট এভারেজ লেগেছ,"['রোস্ট', 'এভারেজ', 'লেগেছ']","['রোস্ট', 'এভারেজ', 'লাগ']",3
2.0,মোটামু ভাল প্রাইস হিসেব চি আরেক্টূ জুসি ভাল লাগত,মোটামু ভালই প্রাইস হিসেবে চি আরেক্টূ জুসি ভাল লাগত,"['মোটামু', 'ভালই', 'প্রাইস', 'হিসেবে', 'চি', 'আরেক্টূ', 'জুসি', 'ভাল', 'লাগত']","['মোটামু', 'ভাল', 'প্রাইস', 'হিসেব', 'চি', 'আরেক্টূ', 'জুসি', 'ভাল', 'লাগত']",9
1.0,খা গুলো ফ্রেশ মান সম্পন্ন ছিল,খা গুলোই ফ্রেশ মান সম্পন্ন ছিল,"['খা', 'গুলোই', 'ফ্রেশ', 'মান', 'সম্পন্ন', 'ছিল']","['খা', 'গুলো', 'ফ্রেশ', 'মান', 'সম্পন্ন', 'ছিল']",6
1.0,আসলে দাখ অস্থির লাগত,আসলেই দেখেই অস্থির লাগতেছে,"['আসলেই', 'দেখেই', 'অস্থির', 'লাগতেছে']","['আসলে', 'দাখ', 'অস্থির', 'লাগত']",4
1.0,একদম ফ্রেশ আলহামদুলিল্লাহ্,একদম ফ্রেশ আলহামদুলিল্লাহ্,"['একদম', 'ফ্রেশ', 'আলহামদুলিল্লাহ্']","['একদম', 'ফ্রেশ', 'আলহামদুলিল্লাহ্']",3
0.0,কাচ্চির মাটন তুলনায় চপ শিঙ দোকান মাটন চপে মাটন থাক, কাচ্চির মাটনের তুলনায় চপ শিঙারার দোকানের মাটন চপে মাটন থাকে,"['কাচ্চির', 'মাটনের', 'তুলনায়', 'চপ', 'শিঙারার', 'দোকানের', 'মাটন', 'চপে', 'মাটন', 'থাকে']","['কাচ্চির', 'মাটন', 'তুলনায়', 'চপ', 'শিঙ', 'দোকান', 'মাটন', 'চপে', 'মাটন', 'থাক']",10
2.0,আলু ভর্ একটু জমে যেত,আলু ভর্ একটু জমে যেত,"['আলু', 'ভর্', 'একটু', 'জমে', 'যেত']","['আলু', 'ভর্', 'একটু', 'জমে', 'যেত']",5
0.0,অর্ড করে স্যান্ডউইচ দিল বার্গার না অর্ডারটা ক্যান্সেল দিলে অটোমেটিক বিকাশে রিফান্ড যেতাম,অর্ডার করেছি স্যান্ডউইচ দিল বার্গার না অর্ডারটা ক্যান্সেল দিলে অটোমেটিক বিকাশে রিফান্ড যেতাম,"['অর্ডার', 'করেছি', 'স্যান্ডউইচ', 'দিল', 'বার্গার', 'না', 'অর্ডারটা', 'ক্যান্সেল', 'দিলে', 'অটোমেটিক', 'বিকাশে', 'রিফান্ড', 'যেতাম']","['অর্ড', 'করে', 'স্যান্ডউইচ', 'দিল', 'বার্গার', 'না', 'অর্ডারটা', 'ক্যান্সেল', 'দিলে', 'অটোমেটিক', 'বিকাশে', 'রিফান্ড', 'যেতাম']",13
0.0,চায় বাজে লাচ্ নাহ এটা পাশ দিয়ে হাট যাই ভুলে খাই নাহ মিষ্ রীতি বমু আসে, চেয়ে বাজে লাচ্ছি নাহ এটার পাশ দিয়ে হেটে যাই ভুলেও খাই নাহ মিষ্ রীতি বমু আসে,"['চেয়ে', 'বাজে', 'লাচ্ছি', 'নাহ', 'এটার', 'পাশ', 'দিয়ে', 'হেটে', 'যাই', 'ভুলেও', 'খাই', 'নাহ', 'মিষ্', 'রীতি', 'বমু', 'আসে']","['চায়', 'বাজে', 'লাচ্', 'নাহ', 'এটা', 'পাশ', 'দিয়ে', 'হাট', 'যাই', 'ভুলে', 'খাই', 'নাহ', 'মিষ্', 'রীতি', 'বমু', 'আসে']",16
1.0,বরিশাল শহর অভ্যন্তরে বিবির পুকুর পাশে বছর পুরনো দোকান মিশ্রিত দই নিল ভাত মাখন দই দুগ্ধ মিশ্রণ ইচ্ছা মত কাস্টমাইজ পারেন, বরিশাল শহরের অভ্যন্তরে বিবির পুকুরের পাশে বছরের পুরনো দোকান মিশ্রিত দই নিলাম ভাত মাখন দই দুগ্ধের মিশ্রণ ইচ্ছা মত কাস্টমাইজ পারেন,"['বরিশাল', 'শহরের', 'অভ্যন্তরে', 'বিবির', 'পুকুরের', 'পাশে', 'বছরের', 'পুরনো', 'দোকান', 'মিশ্রিত', 'দই', 'নিলাম', 'ভাত', 'মাখন', 'দই', 'দুগ্ধের', 'মিশ্রণ', 'ইচ্ছা', 'মত', 'কাস্টমাইজ', 'পারেন']","['বরিশাল', 'শহর', 'অভ্যন্তরে', 'বিবির', 'পুকুর', 'পাশে', 'বছর', 'পুরনো', 'দোকান', 'মিশ্রিত', 'দই', 'নিল', 'ভাত', 'মাখন', 'দই', 'দুগ্ধ', 'মিশ্রণ', 'ইচ্ছা', 'মত', 'কাস্টমাইজ', 'পারেন']",21
2.0,সিংগা একটু বাড়ালে আরো ভালো হত,সিংগারা একটু বাড়ালে আরো ভালো হতো,"['সিংগারা', 'একটু', 'বাড়ালে', 'আরো', 'ভালো', 'হতো']","['সিংগা', 'একটু', 'বাড়ালে', 'আরো', 'ভালো', 'হত']",6
2.0,ডিম তরকারি মোটামু,ডিমের তরকারি মোটামুটি,"['ডিমের', 'তরকারি', 'মোটামুটি']","['ডিম', 'তরকারি', 'মোটামু']",3
0.0,হাজীর বিরিয়ানি খেত বাঁশ খেল,হাজীর বিরিয়ানি খেতে বাঁশ খেলাম,"['হাজীর', 'বিরিয়ানি', 'খেতে', 'বাঁশ', 'খেলাম']","['হাজীর', 'বিরিয়ানি', 'খেত', 'বাঁশ', 'খেল']",5
1.0,বড় এক পিস কোথা এভাবে পরিবেশন দেখিনি কখনো, বড় এক পিস কোথাও এভাবে পরিবেশন দেখিনি কখনো,"['বড়', 'এক', 'পিস', 'কোথাও', 'এভাবে', 'পরিবেশন', 'দেখিনি', 'কখনো']","['বড়', 'এক', 'পিস', 'কোথা', 'এভাবে', 'পরিবেশন', 'দেখিনি', 'কখনো']",8
0.0,ভাইজান দুই ফিস ভর্ কষ্ট পাই,ভাইজান দুইটি ফিস ভর্ কষ্ট পাইলাম,"['ভাইজান', 'দুইটি', 'ফিস', 'ভর্', 'কষ্ট', 'পাইলাম']","['ভাইজান', 'দুই', 'ফিস', 'ভর্', 'কষ্ট', 'পাই']",6
2.0,কাচ্চি পরিমাণে মাঝারি,কাচ্চি পরিমাণে মাঝারি,"['কাচ্চি', 'পরিমাণে', 'মাঝারি']","['কাচ্চি', 'পরিমাণে', 'মাঝারি']",3
2.0,কাচ্চি এভারেজ লাগ,কাচ্চি এভারেজ লেগেছ,"['কাচ্চি', 'এভারেজ', 'লেগেছ']","['কাচ্চি', 'এভারেজ', 'লাগ']",3
0.0,বাজে খা হয়,বাজে খা হয়েছে,"['বাজে', 'খা', 'হয়েছে']","['বাজে', 'খা', 'হয়']",3
1.0,ভালো ছিলো খাবা, ভালো ছিলো খাবার,"['ভালো', 'ছিলো', 'খাবার']","['ভালো', 'ছিলো', 'খাবা']",3
1.0,খাদ্য সত্যি ভাল ছিল,খাদ্য সত্যিই ভাল ছিল,"['খাদ্য', 'সত্যিই', 'ভাল', 'ছিল']","['খাদ্য', 'সত্যি', 'ভাল', 'ছিল']",4
0.0,টাকা নষ্ট,টাকা নষ্ট,"['টাকা', 'নষ্ট']","['টাকা', 'নষ্ট']",2
